"web_scraper_order","web_scraper_start_url","price","name","brand","data","data2","data3","image","Brand","Ref","Sex","Movement","Case diametr, mm","Case material","Strap","Complications","Condition report","Waterproof","Caliber","SKU","Case shape","Insert"
"1773071530-1144","https://watchlab.ae/catalog/watch/","Our price:                                                                        26 000 AED                                                                                            Retail price:  35 775 AED","Franck Muller Vanguard Mens 45mm White and Red dial steel","Franck Muller","","","","","Franck Muller","V 45 SC DT AC RG","Male","Automatic","45","Steel","Leather","Mechanical self-winding, Date","Brand new","30 m","","7037","Barrel",""
"1773071530-1145","https://watchlab.ae/catalog/watch/","Our price:                                                                        PRICE ON REQUEST","Rolex Datejust 31mm Steel & Yellow Gold Silver Diamond Dial Diamond Bezel Oyster Bracelet","Rolex","","","","","Rolex","278383rbr","Female","Automatic","31","Steel, Yellow Gold","Bracelet","Mechanical self-winding, Date","Brand new","100 m","2236","16405","",""
"1773071530-1146","https://watchlab.ae/catalog/watch/","Our price:                                                                        102 000 AED","Czapek ANTARCTIQUE PASSAGE DE DRAKE Sahara Sands Limited Edition 25 Pieces","Czapek","","","","","Czapek","ANTARCTIQUE PASSAGE DE DRAKE SAHARA SANDS","Male","Automatic","40","Steel","Bracelet, Rubber","Mechanical self-winding, Date","Brand new","50 m","Calibre SXH5.01","15838","",""
"1773071530-1147","https://watchlab.ae/catalog/watch/","Our price:                                                                        PRICE ON REQUEST","Rolex Oyster Perpetual Datejust 41 mm Blue Dial","Rolex","","","","","Rolex","126300","Male","","41","Steel","Bracelet","Mechanical self-winding, Date","Brand new","100 м","3235","7127","",""
"1773071530-1148","https://watchlab.ae/catalog/watch/","Our price:                                                                        PRICE ON REQUEST                                                                                                                                 Retail price:  43 300 AED","Zenith CHRONOMASTER EL PRIMERO SPORT","Zenith","","","","","Zenith","03.3100.3600/69.M3100","Male","","41","Steel, Ceramics","Bracelet","Mechanical self-winding, Chronograph, Date","","100 m","El Primero Caliber 3600","1713","",""
"1773071530-1149","https://watchlab.ae/catalog/watch/","Our price:                                                                        349 000 AED","Rolex Armstrong Artisans de Genève","Rolex","","","","","Rolex","La Montoya Base Rolex®","Male","Automatic","40","Steel, Ceramics","Bracelet","Mechanical self-winding, Chronograph","Brand new","100 m","LAM-SK 4130 by Artisans de Genève","7042","",""
"1773071530-1150","https://watchlab.ae/catalog/watch/","Our price:                                                                        245 000 AED","Rolex Oyster Perpetual Daytona Rose Gold Custom Rainbow","Rolex","","","","","Rolex","116505FIX (116595RBOW)","Unisex","Automatic","40","Rose gold","Bracelet","Mechanical self-winding, Chronograph","Brand new","30 м","калибр 4130","3657","",""
"1773071530-1151","https://watchlab.ae/catalog/watch/","Our price:                                                                        PRICE ON REQUEST","Omega PLANET OCEAN 6000M CO‑AXIAL MASTER CHRONOMETER 45.5 MM","Omega","","","","","Omega","215.30.46.21.06.001","Male","Automatic","45.5","Steel, Ceramics","Rubber","Mechanical self-winding","In 2019, the Ultra Deep dive took place as part of the Five Deeps expedition. This model went down in history by visiting the deepest point of our planet. Following the world's deepest dive, these watches were adapted into a collection made available to the general public. During development, this watch was tested in real sea conditions. It is water-resistant to 6,000 meters (20,000 feet) and meets the ISO 6425:2018 standard designed for professional dive watches.

The 45.5mm model is made from durable O-MEGASTEEL material and features a polished orange ceramic bezel with a liquid ceramic diving scale and Super-LumiNova coating. The hands and indexes are made of 18-karat white gold and coated with white Super-LumiNova. The gray to black lacquered dial features four orange Arabic numerals, visible through the domed sapphire crystal.

The watch is complemented by an O-MEGASTEEL bracelet with OMEGA's patented push-button frame folding clasp with an extension system. The case back features a Grade 5 titanium medallion engraved with the Sonar emblem with the iconic seahorse at the center. The watch is powered by the OMEGA Co-Axial Master Chronometer 8912 movement.","6000 m","","3355","",""
"1773071530-1152","https://watchlab.ae/catalog/watch/","Our price:                                                                        32 000 AED                                                                                            Retail price:  34 400 AED","Cartier Santos De Cartier Large Steel ADLC Bezel","Cartier","","","","","Cartier","WSSA0037","Male","Automatic","39.8","Steel, DLC","Bracelet","Mechanical self-winding, Date","Brand new","100 m","Caliber 1847 MC","15825","",""
"1773071530-1153","https://watchlab.ae/catalog/watch/","Our price:                                                                        80 000 AED","Rolex Datejust 31mm Steel and Rose Gold Mother of Pearl Diamond Dial Jubilee Bracelet","Rolex","","","","","Rolex","278271","Female","Automatic","31","Steel, Rose gold","Bracelet","Mechanical self-winding, Date","Brand new","100 m","Rolex 2236","14780","",""
"1773071530-1154","https://watchlab.ae/catalog/watch/","Our price:                                                                        PRICE ON REQUEST","Rolex Datejust 36mm Steel and Everose Gold Chocolate Brown Dial Jubilee bracelet","Rolex","","","","","Rolex","126231","Unisex","Automatic","36","Steel, Rose gold","Bracelet","Mechanical self-winding, Date","Brand new","100 m","3235","15239","",""
"1773071530-1155","https://watchlab.ae/catalog/watch/","Our price:                                                                        257 000 AED","Patek Philippe Complications Annual Calendar Chronograph","Patek Philippe","","","","","Patek Philippe","5905R-010","Male","Automatic","42","Rose gold","Leather","Mechanical self-winding, Annual calendar, Chronograph","Unworn condition","30 m","","10444","",""
"1773071530-1156","https://watchlab.ae/catalog/watch/","Our price:                                                                        PRICE ON REQUEST","Rolex Datejust 31mm Steel & White gold Dark Grey Dial Diamond Bezel Jubilee","Rolex","","","","","Rolex","278384rbr","Female","Automatic","31","Steel, White gold, Diamonds","Bracelet","Mechanical self-winding, Date","Brand new","100 m","Caliber Rolex 2236","15984","",""
"1773071530-1157","https://watchlab.ae/catalog/watch/","Our price:                                                                        70 000 AED","Rolex Submariner Date 40 mm Green ""Hulk""","Rolex","","","","","Rolex","116610LV","Male","Automatic","40","Steel","Bracelet","Mechanical self-winding, Date","Good conditions","300 m","3135","15980","",""
"1773071530-1158","https://watchlab.ae/catalog/watch/","Our price:                                                                        PRICE ON REQUEST","Patek Philippe Aquanaut Flyback Chronograph Steel","Patek Philippe","","","","","Patek Philippe","5968A-001","Male","Automatic","42.2","Steel","Rubber","Mechanical self-winding, Flyback chronograph, Date","Brand new","120 m","CH 28-520 C/528","3255","",""
"1773071530-1159","https://watchlab.ae/catalog/watch/","Our price:                                                                        PRICE ON REQUEST","Rolex Datejust 36mm Steel Silver Dial Jubilee Bracelet","Rolex","","","","","Rolex","126200","Unisex","Automatic","36","Steel","Bracelet","Mechanical self-winding, Date","Brand new","100 m","3235","16560","",""
"1773071530-1160","https://watchlab.ae/catalog/watch/","Our price:                                                                        PRICE ON REQUEST","Audemars Piguet Royal Oak  37 mm Ice Blue Dial","Audemars Piguet","","","","","Audemars Piguet","15550ST.OO.1356ST.08","Male","","37","Steel","Bracelet","Mechanical self-winding, Date","brand new","50 m","5900","8476","",""
"1773071530-1161","https://watchlab.ae/catalog/watch/","Our price:                                                                        PRICE ON REQUEST","Audemars Piguet Royal Oak Selfwinding 50th Anniversary 41 mm","Audemars Piguet","","","","","Audemars Piguet","15510ST.OO.1320ST.03","Male","","41","Steel","Bracelet","Mechanical self-winding, Date","","50 m","Caliber 4302","1827","",""
"1773071530-1162","https://watchlab.ae/catalog/watch/","Our price:                                                                        477 000 AED","Patek Philippe Cubitus 40mm White Gold New Release","Patek Philippe","","","","","Patek Philippe","7128/1G-001","Male","Automatic","40","White gold","Bracelet","Mechanical self-winding, Date","Brand new","30 m","26‑330 S C/434","17204","",""
"1773071530-1163","https://watchlab.ae/catalog/watch/","Our price:                                                                        PRICE ON REQUEST","Audemars Piguet Royal Oak Offshore Selfwinding Chronograph White gold 1017 ALYX 9SM Limited Edition 76 Pcs","Audemars Piguet","","","","","Audemars Piguet","26238BC.OO.2000BC.01","Male","Automatic","42","White gold","Bracelet","Mechanical self-winding, Chronograph, Date","Brand new","100m","Calibre 4404","7599","",""
"1773071530-1164","https://watchlab.ae/catalog/watch/","Our price:                                                                        PRICE ON REQUEST","Rolex Datejust 31mm Steel and Everose Gold MOP Dial","Rolex","","","","","Rolex","278271","Female","","31","Steel, Rose gold","","Mechanical self-winding, Date","Brand new","100 м","Rolex 2236","16597","",""
"1773071530-1165","https://watchlab.ae/catalog/watch/","Our price:                                                                        100 000 AED","Rolex Yacht-Master 42mm Titanium","Rolex","","","","","Rolex","226627","Male","Automatic","42","Titanium","Bracelet","Mechanical self-winding, Date","Brand new","100 m","Rolex 3235","14676","",""
